"Lat_Species";"reccat";"yer";"mnt";"declat";"declon";"source";"ssn.per";"yer_ssn.per"
"10341";"Carassius auratus";"ingen DNA";2018;6;56.659;9.973333;"MONIS6";"jan - jun";"2018, jan - jun"
"10351";"Carassius auratus";"ingen DNA";2018;6;56.956667;9.062333;"MONIS6";"jan - jun";"2018, jan - jun"
"10361";"Carassius auratus";"ingen DNA";2018;6;56.620833;9.074833;"MONIS6";"jan - jun";"2018, jan - jun"
"10371";"Carassius auratus";"ingen DNA";2018;6;57.540783;10.479267;"MONIS6";"jan - jun";"2018, jan - jun"
"10381";"Carassius auratus";"ingen DNA";2018;8;55.713;12.066667;"MONIS6";"jul - nov";"2018, jul - nov"
"10391";"Carassius auratus";"ingen DNA";2018;6;55.478233;10.518233;"MONIS6";"jan - jun";"2018, jan - jun"
"10401";"Carassius auratus";"ingen DNA";2018;8;56.620833;9.075833;"MONIS6";"jul - nov";"2018, jul - nov"
"10411";"Carassius auratus";"ingen DNA";2017;8;54.999617;13.299867;"MONIS6";"jul - nov";"2017, jul - nov"
"10421";"Carassius auratus";"ingen DNA";2018;8;56.954;9.062333;"MONIS6";"jul - nov";"2018, jul - nov"
"10431";"Carassius auratus";"ingen DNA";2018;6;55.968167;12.566;"MONIS6";"jan - jun";"2018, jan - jun"
"10441";"Carassius auratus";"ingen DNA";2018;8;54.9975;10.160833;"MONIS6";"jul - nov";"2018, jul - nov"
"10451";"Carassius auratus";"ingen DNA";2018;8;54.997398;10.161378;"MONIS6";"jul - nov";"2018, jul - nov"
"10461";"Carassius auratus";"ingen DNA";2018;8;55.674047;10.090607;"MONIS6";"jul - nov";"2018, jul - nov"
"10471";"Carassius auratus";"ingen DNA";2018;6;55.713;12.066667;"MONIS6";"jan - jun";"2018, jan - jun"
"10481";"Carassius auratus";"ingen DNA";2018;5;55.015833;13.296667;"MONIS6";"jan - jun";"2018, jan - jun"
"10491";"Carassius auratus";"ingen DNA";2018;4;55.703333;9.668333;"MONIS6";"jan - jun";"2018, jan - jun"
"10501";"Carassius auratus";"ingen DNA";2018;5;56.183983;10.59145;"MONIS6";"jan - jun";"2018, jan - jun"
"10511";"Carassius auratus";"ingen DNA";2018;5;55.440283;10.803883;"MONIS6";"jan - jun";"2018, jan - jun"
"10521";"Carassius auratus";"ingen DNA";2018;5;56.15487;10.318345;"MONIS6";"jan - jun";"2018, jan - jun"
"10531";"Carassius auratus";"ingen DNA";2018;5;56.131333;11.157833;"MONIS6";"jan - jun";"2018, jan - jun"
"10541";"Carassius auratus";"ingen DNA";2018;5;55.865833;12.749167;"MONIS6";"jan - jun";"2018, jan - jun"
"10551";"Carassius auratus";"ingen DNA";2018;7;55.161633;11.65835;"MONIS6";"jul - nov";"2018, jul - nov"
"10561";"Carassius auratus";"ingen DNA";2018;5;56.076167;8.224333;"MONIS6";"jan - jun";"2018, jan - jun"
"10571";"Carassius auratus";"ingen DNA";2018;5;55.0933;8.56825;"MONIS6";"jan - jun";"2018, jan - jun"
"10581";"Carassius auratus";"ingen DNA";2018;5;55.25;15.983333;"MONIS6";"jan - jun";"2018, jan - jun"
"10591";"Carassius auratus";"ingen DNA";2018;5;55.67411;10.09041;"MONIS6";"jan - jun";"2018, jan - jun"
"10601";"Carassius auratus";"ingen DNA";2018;4;55.8675;11.787833;"MONIS6";"jan - jun";"2018, jan - jun"
"10611";"Carassius auratus";"ingen DNA";2018;5;55.33885;8.349417;"MONIS6";"jan - jun";"2018, jan - jun"
"10621";"Carassius auratus";"ingen DNA";2018;9;56.131667;11.156667;"MONIS6";"jul - nov";"2018, jul - nov"
"10631";"Carassius auratus";"ingen DNA";2018;9;55.478275;10.51792;"MONIS6";"jul - nov";"2018, jul - nov"
"10641";"Carassius auratus";"ingen DNA";2018;9;56.154495;10.319002;"MONIS6";"jul - nov";"2018, jul - nov"
"10651";"Carassius auratus";"ingen DNA";2018;8;55.865833;12.749167;"MONIS6";"jul - nov";"2018, jul - nov"
"10661";"Carassius auratus";"ingen DNA";2018;9;56.856667;10.791667;"MONIS6";"jul - nov";"2018, jul - nov"
"10671";"Carassius auratus";"ingen DNA";2018;9;54.740283;12.099767;"MONIS6";"jul - nov";"2018, jul - nov"
"10681";"Carassius auratus";"ingen DNA";2018;9;55.25;15.983333;"MONIS6";"jul - nov";"2018, jul - nov"
"10691";"Carassius auratus";"ingen DNA";2018;9;56.662733;9.974033;"MONIS6";"jul - nov";"2018, jul - nov"
"10701";"Carassius auratus";"ingen DNA";2018;10;54.734667;11.0912;"MONIS6";"jul - nov";"2018, jul - nov"
"10711";"Carassius auratus";"ingen DNA";2018;9;56.076167;8.224333;"MONIS6";"jul - nov";"2018, jul - nov"
"10721";"Carassius auratus";"ingen DNA";2018;8;55.337583;8.350617;"MONIS6";"jul - nov";"2018, jul - nov"
"10731";"Carassius auratus";"ingen DNA";2018;5;54.997777;10.160775;"MONIS6";"jan - jun";"2018, jan - jun"
"10741";"Carassius auratus";"ingen DNA";2018;8;55.000833;13.296167;"MONIS6";"jul - nov";"2018, jul - nov"
"10751";"Acipenser baerii";"ingen DNA";2017;8;56.132217;11.157867;"MONIS6";"jul - nov";"2017, jul - nov"
"10761";"Acipenser baerii";"ingen DNA";2017;9;56.622167;9.075833;"MONIS6";"jul - nov";"2017, jul - nov"
"10771";"Acipenser baerii";"ingen DNA";2017;9;54.997667;10.160333;"MONIS6";"jul - nov";"2017, jul - nov"
"10781";"Acipenser baerii";"ingen DNA";2017;9;55.674383;10.090417;"MONIS6";"jul - nov";"2017, jul - nov"
"10791";"Acipenser baerii";"ingen DNA";2017;10;55.25;55.250017;"MONIS6";"jul - nov";"2017, jul - nov"
"10801";"Acipenser baerii";"ingen DNA";2017;9;55.8623;12.750267;"MONIS6";"jul - nov";"2017, jul - nov"
"10811";"Acipenser baerii";"ingen DNA";2017;10;55.4678333333333;10.5169333333333;"MONIS6";"jul - nov";"2017, jul - nov"
"10821";"Acipenser baerii";"ingen DNA";2018;4;56.600833;8.414833;"MONIS6";"jan - jun";"2018, jan - jun"
"10831";"Acipenser baerii";"ingen DNA";2018;4;55.027358;10.377598;"MONIS6";"jan - jun";"2018, jan - jun"
"10841";"Acipenser baerii";"ingen DNA";2018;4;56.625617;10.590433;"MONIS6";"jan - jun";"2018, jan - jun"
"10851";"Acipenser baerii";"ingen DNA";2018;3;54.842127;9.819387;"MONIS6";"jan - jun";"2018, jan - jun"
"10861";"Acipenser baerii";"ingen DNA";2018;4;55.139;11.515833;"MONIS6";"jan - jun";"2018, jan - jun"
"10871";"Acipenser baerii";"ingen DNA";2017;9;56.076167;8.224333;"MONIS6";"jul - nov";"2017, jul - nov"
"10881";"Acipenser baerii";"ingen DNA";2017;9;55.3375;8.350667;"MONIS6";"jul - nov";"2017, jul - nov"
"10891";"Acipenser baerii";"ingen DNA";2017;10;57.607833;9.915333;"MONIS6";"jul - nov";"2017, jul - nov"
"10901";"Acipenser baerii";"ingen DNA";2018;6;56.856667;10.791667;"MONIS6";"jan - jun";"2018, jan - jun"
"10911";"Acipenser baerii";"ingen DNA";2018;6;56.659;9.973333;"MONIS6";"jan - jun";"2018, jan - jun"
"10921";"Acipenser baerii";"ingen DNA";2018;6;56.956667;9.062333;"MONIS6";"jan - jun";"2018, jan - jun"
"10931";"Acipenser baerii";"ingen DNA";2018;6;56.620833;9.074833;"MONIS6";"jan - jun";"2018, jan - jun"
"10941";"Acipenser baerii";"ingen DNA";2018;6;57.540783;10.479267;"MONIS6";"jan - jun";"2018, jan - jun"
"10951";"Acipenser baerii";"ingen DNA";2018;8;55.713;12.066667;"MONIS6";"jul - nov";"2018, jul - nov"
"10961";"Acipenser baerii";"ingen DNA";2018;6;55.478233;10.518233;"MONIS6";"jan - jun";"2018, jan - jun"
"10971";"Acipenser baerii";"ingen DNA";2018;8;56.620833;9.075833;"MONIS6";"jul - nov";"2018, jul - nov"
"10981";"Acipenser baerii";"ingen DNA";2017;8;54.999617;13.299867;"MONIS6";"jul - nov";"2017, jul - nov"
"10991";"Acipenser baerii";"ingen DNA";2018;8;56.954;9.062333;"MONIS6";"jul - nov";"2018, jul - nov"
"11001";"Acipenser baerii";"ingen DNA";2018;6;55.968167;12.566;"MONIS6";"jan - jun";"2018, jan - jun"
"11011";"Acipenser baerii";"ingen DNA";2018;8;54.9975;10.160833;"MONIS6";"jul - nov";"2018, jul - nov"
"11021";"Acipenser baerii";"ingen DNA";2018;8;54.997398;10.161378;"MONIS6";"jul - nov";"2018, jul - nov"
"11031";"Acipenser baerii";"ingen DNA";2018;8;55.674047;10.090607;"MONIS6";"jul - nov";"2018, jul - nov"
"11041";"Acipenser baerii";"ingen DNA";2018;6;55.713;12.066667;"MONIS6";"jan - jun";"2018, jan - jun"
"11051";"Acipenser baerii";"ingen DNA";2018;5;55.015833;13.296667;"MONIS6";"jan - jun";"2018, jan - jun"
"11061";"Acipenser baerii";"ingen DNA";2018;4;55.703333;9.668333;"MONIS6";"jan - jun";"2018, jan - jun"
"11071";"Acipenser baerii";"ingen DNA";2018;5;56.183983;10.59145;"MONIS6";"jan - jun";"2018, jan - jun"
"11081";"Acipenser baerii";"ingen DNA";2018;5;55.440283;10.803883;"MONIS6";"jan - jun";"2018, jan - jun"
"11091";"Acipenser baerii";"ingen DNA";2018;5;56.15487;10.318345;"MONIS6";"jan - jun";"2018, jan - jun"
"11101";"Acipenser baerii";"ingen DNA";2018;5;56.131333;11.157833;"MONIS6";"jan - jun";"2018, jan - jun"
"11111";"Acipenser baerii";"ingen DNA";2018;5;55.865833;12.749167;"MONIS6";"jan - jun";"2018, jan - jun"
"11121";"Acipenser baerii";"ingen DNA";2018;7;55.161633;11.65835;"MONIS6";"jul - nov";"2018, jul - nov"
"11131";"Acipenser baerii";"ingen DNA";2018;5;56.076167;8.224333;"MONIS6";"jan - jun";"2018, jan - jun"
"11141";"Acipenser baerii";"ingen DNA";2018;5;55.0933;8.56825;"MONIS6";"jan - jun";"2018, jan - jun"
"11151";"Acipenser baerii";"ingen DNA";2018;5;55.25;15.983333;"MONIS6";"jan - jun";"2018, jan - jun"
"11161";"Acipenser baerii";"ingen DNA";2018;5;55.67411;10.09041;"MONIS6";"jan - jun";"2018, jan - jun"
"1117";"Acipenser baerii";"ingen DNA";2018;4;55.8675;11.787833;"MONIS6";"jan - jun";"2018, jan - jun"
"1118";"Acipenser baerii";"ingen DNA";2018;5;55.33885;8.349417;"MONIS6";"jan - jun";"2018, jan - jun"
"1119";"Acipenser baerii";"ingen DNA";2018;9;56.131667;11.156667;"MONIS6";"jul - nov";"2018, jul - nov"
"11201";"Acipenser baerii";"ingen DNA";2018;9;55.478275;10.51792;"MONIS6";"jul - nov";"2018, jul - nov"
"11211";"Acipenser baerii";"ingen DNA";2018;9;56.154495;10.319002;"MONIS6";"jul - nov";"2018, jul - nov"
"11221";"Acipenser baerii";"ingen DNA";2018;8;55.865833;12.749167;"MONIS6";"jul - nov";"2018, jul - nov"
"11231";"Acipenser baerii";"ingen DNA";2018;9;56.856667;10.791667;"MONIS6";"jul - nov";"2018, jul - nov"
"11241";"Acipenser baerii";"ingen DNA";2018;9;54.740283;12.099767;"MONIS6";"jul - nov";"2018, jul - nov"
"11251";"Acipenser baerii";"ingen DNA";2018;9;55.25;15.983333;"MONIS6";"jul - nov";"2018, jul - nov"
"11261";"Acipenser baerii";"ingen DNA";2018;9;56.662733;9.974033;"MONIS6";"jul - nov";"2018, jul - nov"
"11271";"Acipenser baerii";"ingen DNA";2018;10;54.734667;11.0912;"MONIS6";"jul - nov";"2018, jul - nov"
"11281";"Acipenser baerii";"ingen DNA";2018;9;56.076167;8.224333;"MONIS6";"jul - nov";"2018, jul - nov"
"11291";"Acipenser baerii";"ingen DNA";2018;8;55.337583;8.350617;"MONIS6";"jul - nov";"2018, jul - nov"
"11301";"Acipenser baerii";"ingen DNA";2018;5;54.997777;10.160775;"MONIS6";"jan - jun";"2018, jan - jun"
"11311";"Acipenser baerii";"ingen DNA";2018;8;55.000833;13.296167;"MONIS6";"jul - nov";"2018, jul - nov"
"11321";"Cyprinus carpio";"ingen DNA";2017;8;56.132217;11.157867;"MONIS6";"jul - nov";"2017, jul - nov"
"11331";"Cyprinus carpio";"ingen DNA";2017;9;56.622167;9.075833;"MONIS6";"jul - nov";"2017, jul - nov"
"11341";"Cyprinus carpio";"ingen DNA";2017;9;54.997667;10.160333;"MONIS6";"jul - nov";"2017, jul - nov"
"11351";"Cyprinus carpio";"ingen DNA";2017;9;55.674383;10.090417;"MONIS6";"jul - nov";"2017, jul - nov"
"11361";"Cyprinus carpio";"ingen DNA";2017;10;55.25;55.250017;"MONIS6";"jul - nov";"2017, jul - nov"
"11371";"Cyprinus carpio";"ingen DNA";2017;9;55.8623;12.750267;"MONIS6";"jul - nov";"2017, jul - nov"
"11381";"Cyprinus carpio";"ingen DNA";2017;10;55.4678333333333;10.5169333333333;"MONIS6";"jul - nov";"2017, jul - nov"
"11391";"Cyprinus carpio";"ingen DNA";2018;4;56.600833;8.414833;"MONIS6";"jan - jun";"2018, jan - jun"
"11401";"Cyprinus carpio";"ingen DNA";2018;4;55.027358;10.377598;"MONIS6";"jan - jun";"2018, jan - jun"
"11411";"Cyprinus carpio";"ingen DNA";2018;4;56.625617;10.590433;"MONIS6";"jan - jun";"2018, jan - jun"
"11421";"Cyprinus carpio";"ingen DNA";2018;3;54.842127;9.819387;"MONIS6";"jan - jun";"2018, jan - jun"
"11431";"Cyprinus carpio";"ingen DNA";2018;4;55.139;11.515833;"MONIS6";"jan - jun";"2018, jan - jun"
"11441";"Cyprinus carpio";"ingen DNA";2017;9;56.076167;8.224333;"MONIS6";"jul - nov";"2017, jul - nov"
"11451";"Cyprinus carpio";"ingen DNA";2017;9;55.3375;8.350667;"MONIS6";"jul - nov";"2017, jul - nov"
"11461";"Cyprinus carpio";"ingen DNA";2017;10;57.607833;9.915333;"MONIS6";"jul - nov";"2017, jul - nov"
"11471";"Cyprinus carpio";"ingen DNA";2018;6;56.856667;10.791667;"MONIS6";"jan - jun";"2018, jan - jun"
"11481";"Cyprinus carpio";"ingen DNA";2018;6;56.659;9.973333;"MONIS6";"jan - jun";"2018, jan - jun"
"11491";"Cyprinus carpio";"ingen DNA";2018;6;56.956667;9.062333;"MONIS6";"jan - jun";"2018, jan - jun"
"11501";"Cyprinus carpio";"ingen DNA";2018;6;56.620833;9.074833;"MONIS6";"jan - jun";"2018, jan - jun"
"11511";"Cyprinus carpio";"ingen DNA";2018;6;57.540783;10.479267;"MONIS6";"jan - jun";"2018, jan - jun"
"11521";"Cyprinus carpio";"ingen DNA";2018;8;55.713;12.066667;"MONIS6";"jul - nov";"2018, jul - nov"
"11531";"Cyprinus carpio";"ingen DNA";2018;6;55.478233;10.518233;"MONIS6";"jan - jun";"2018, jan - jun"
"11541";"Cyprinus carpio";"ingen DNA";2018;8;56.620833;9.075833;"MONIS6";"jul - nov";"2018, jul - nov"
"11551";"Cyprinus carpio";"ingen DNA";2017;8;54.999617;13.299867;"MONIS6";"jul - nov";"2017, jul - nov"
"11561";"Cyprinus carpio";"ingen DNA";2018;8;56.954;9.062333;"MONIS6";"jul - nov";"2018, jul - nov"
"11571";"Cyprinus carpio";"ingen DNA";2018;6;55.968167;12.566;"MONIS6";"jan - jun";"2018, jan - jun"
"11581";"Cyprinus carpio";"ingen DNA";2018;8;54.9975;10.160833;"MONIS6";"jul - nov";"2018, jul - nov"
"11591";"Cyprinus carpio";"ingen DNA";2018;8;54.997398;10.161378;"MONIS6";"jul - nov";"2018, jul - nov"
"11601";"Cyprinus carpio";"ingen DNA";2018;8;55.674047;10.090607;"MONIS6";"jul - nov";"2018, jul - nov"
"11611";"Cyprinus carpio";"ingen DNA";2018;6;55.713;12.066667;"MONIS6";"jan - jun";"2018, jan - jun"
"11621";"Cyprinus carpio";"ingen DNA";2018;5;55.015833;13.296667;"MONIS6";"jan - jun";"2018, jan - jun"
"11631";"Cyprinus carpio";"ingen DNA";2018;4;55.703333;9.668333;"MONIS6";"jan - jun";"2018, jan - jun"
"11641";"Cyprinus carpio";"ingen DNA";2018;5;56.183983;10.59145;"MONIS6";"jan - jun";"2018, jan - jun"
"11651";"Cyprinus carpio";"ingen DNA";2018;5;55.440283;10.803883;"MONIS6";"jan - jun";"2018, jan - jun"
"11661";"Cyprinus carpio";"ingen DNA";2018;5;56.15487;10.318345;"MONIS6";"jan - jun";"2018, jan - jun"
"11671";"Cyprinus carpio";"ingen DNA";2018;5;56.131333;11.157833;"MONIS6";"jan - jun";"2018, jan - jun"
"11681";"Cyprinus carpio";"ingen DNA";2018;5;55.865833;12.749167;"MONIS6";"jan - jun";"2018, jan - jun"
"11691";"Cyprinus carpio";"ingen DNA";2018;7;55.161633;11.65835;"MONIS6";"jul - nov";"2018, jul - nov"
"11701";"Cyprinus carpio";"ingen DNA";2018;5;56.076167;8.224333;"MONIS6";"jan - jun";"2018, jan - jun"
"11711";"Cyprinus carpio";"ingen DNA";2018;5;55.0933;8.56825;"MONIS6";"jan - jun";"2018, jan - jun"
"11721";"Cyprinus carpio";"ingen DNA";2018;5;55.25;15.983333;"MONIS6";"jan - jun";"2018, jan - jun"
"11731";"Cyprinus carpio";"ingen DNA";2018;5;55.67411;10.09041;"MONIS6";"jan - jun";"2018, jan - jun"
"11741";"Cyprinus carpio";"ingen DNA";2018;4;55.8675;11.787833;"MONIS6";"jan - jun";"2018, jan - jun"
"11751";"Cyprinus carpio";"ingen DNA";2018;5;55.33885;8.349417;"MONIS6";"jan - jun";"2018, jan - jun"
"11761";"Cyprinus carpio";"ingen DNA";2018;9;56.131667;11.156667;"MONIS6";"jul - nov";"2018, jul - nov"
"11771";"Cyprinus carpio";"ingen DNA";2018;9;55.478275;10.51792;"MONIS6";"jul - nov";"2018, jul - nov"
"11781";"Cyprinus carpio";"ingen DNA";2018;9;56.154495;10.319002;"MONIS6";"jul - nov";"2018, jul - nov"
"11791";"Cyprinus carpio";"ingen DNA";2018;8;55.865833;12.749167;"MONIS6";"jul - nov";"2018, jul - nov"
"11801";"Cyprinus carpio";"ingen DNA";2018;9;56.856667;10.791667;"MONIS6";"jul - nov";"2018, jul - nov"
"11811";"Cyprinus carpio";"ingen DNA";2018;9;54.740283;12.099767;"MONIS6";"jul - nov";"2018, jul - nov"
"11821";"Cyprinus carpio";"ingen DNA";2018;9;55.25;15.983333;"MONIS6";"jul - nov";"2018, jul - nov"
"11831";"Cyprinus carpio";"ingen DNA";2018;9;56.662733;9.974033;"MONIS6";"jul - nov";"2018, jul - nov"
"11841";"Cyprinus carpio";"ingen DNA";2018;10;54.734667;11.0912;"MONIS6";"jul - nov";"2018, jul - nov"
"11851";"Cyprinus carpio";"ingen DNA";2018;9;56.076167;8.224333;"MONIS6";"jul - nov";"2018, jul - nov"
"11861";"Cyprinus carpio";"ingen DNA";2018;8;55.337583;8.350617;"MONIS6";"jul - nov";"2018, jul - nov"
"11871";"Cyprinus carpio";"ingen DNA";2018;5;54.997777;10.160775;"MONIS6";"jan - jun";"2018, jan - jun"
"11881";"Cyprinus carpio";"ingen DNA";2018;8;55.000833;13.296167;"MONIS6";"jul - nov";"2018, jul - nov"
"11891";"Rhithropanopeus harrisii";"ingen DNA";2019;6;56.7090333333333;8.26817222222222;"MONIS6";"jan - jun";"2019, jan - jun"
"11901";"Rhithropanopeus harrisii";"ingen DNA";2019;3;55.7044722222222;9.67034444444444;"MONIS6";"jan - jun";"2019, jan - jun"
"11911";"Rhithropanopeus harrisii";"ingen DNA";2019;3;55.0256666666667;10.4172694444444;"MONIS6";"jan - jun";"2019, jan - jun"
"11921";"Rhithropanopeus harrisii";"ingen DNA";2019;3;54.8372666666667;9.81814166666667;"MONIS6";"jan - jun";"2019, jan - jun"
"11931";"Rhithropanopeus harrisii";"ingen DNA";2019;3;55.1218333333333;11.5833694444444;"MONIS6";"jan - jun";"2019, jan - jun"
"11941";"Rhithropanopeus harrisii";"ingen DNA";2019;6;54.9977527777778;10.1669472222222;"MONIS6";"jan - jun";"2019, jan - jun"
"11951";"Rhithropanopeus harrisii";"ingen DNA";2019;6;56.1547194444444;10.3194083333333;"MONIS6";"jan - jun";"2019, jan - jun"
"11961";"Rhithropanopeus harrisii";"ingen DNA";2019;8;55.6737194444444;10.053805;"MONIS6";"jul - nov";"2019, jul - nov"
"11971";"Rhithropanopeus harrisii";"ingen DNA";2019;8;54.9996666666667;13.2833611111111;"MONIS6";"jul - nov";"2019, jul - nov"
"11981";"Rhithropanopeus harrisii";"ingen DNA";2019;9;56.1545944444444;10.3222166666667;"MONIS6";"jul - nov";"2019, jul - nov"
"11991";"Rhithropanopeus harrisii";"ingen DNA";2019;8;56.6616666666667;9.96777777777778;"MONIS6";"jul - nov";"2019, jul - nov"
"12001";"Rhithropanopeus harrisii";"ingen DNA";2019;9;54.7346166666667;11.0846805555556;"MONIS6";"jul - nov";"2019, jul - nov"
"12011";"Rhithropanopeus harrisii";"ingen DNA";2019;8;56.1315;11.1501361111111;"MONIS6";"jul - nov";"2019, jul - nov"
"12021";"Rhithropanopeus harrisii";"ingen DNA";2019;8;55.862;12.75;"MONIS6";"jul - nov";"2019, jul - nov"
"12031";"Rhithropanopeus harrisii";"ingen DNA";2019;8;57.3698666666667;9.06805555555556;"MONIS6";"jul - nov";"2019, jul - nov"
"12041";"Rhithropanopeus harrisii";"ingen DNA";2019;5;56.66285;9.96779444444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12051";"Rhithropanopeus harrisii";"ingen DNA";2019;6;56.7090333333333;8.26817222222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12061";"Rhithropanopeus harrisii";"ingen DNA";2019;5;55.6746;10.0848722222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12071";"Rhithropanopeus harrisii";"ingen DNA";2019;5;55.4782666666667;10.5169111111111;"MONIS6";"jan - jun";"2019, jan - jun"
"12081";"Rhithropanopeus harrisii";"ingen DNA";2019;4;55.0933;8.56669722222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12091";"Rhithropanopeus harrisii";"ingen DNA";2019;5;55.862;12.75;"MONIS6";"jan - jun";"2019, jan - jun"
"12101";"Rhithropanopeus harrisii";"ingen DNA";2019;3;55.1218333333333;11.5833694444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12111";"Rhithropanopeus harrisii";"ingen DNA";2019;4;55.0933;8.56669722222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12121";"Mya arenaria";"miljø DNA fundet";2019;6;56.7090333333333;8.26817222222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12131";"Mya arenaria";"miljø DNA fundet";2019;3;55.7044722222222;9.67034444444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12141";"Mya arenaria";"miljø DNA fundet";2019;3;55.0256666666667;10.4172694444444;"MONIS6";"jan - jun";"2019, jan - jun"
"1215";"Mya arenaria";"ingen DNA";2019;3;54.8372666666667;9.81814166666667;"MONIS6";"jan - jun";"2019, jan - jun"
"12161";"Mya arenaria";"miljø DNA fundet";2019;3;55.1218333333333;11.5833694444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12171";"Mya arenaria";"miljø DNA fundet";2019;6;54.9977527777778;10.1669472222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12181";"Mya arenaria";"miljø DNA fundet";2019;6;56.1547194444444;10.3194083333333;"MONIS6";"jan - jun";"2019, jan - jun"
"12191";"Mya arenaria";"ingen DNA";2019;8;55.6737194444444;10.053805;"MONIS6";"jul - nov";"2019, jul - nov"
"12201";"Mya arenaria";"miljø DNA fundet";2019;8;54.9996666666667;13.2833611111111;"MONIS6";"jul - nov";"2019, jul - nov"
"12211";"Mya arenaria";"ingen DNA";2019;9;56.1545944444444;10.3222166666667;"MONIS6";"jul - nov";"2019, jul - nov"
"12221";"Mya arenaria";"miljø DNA fundet";2019;8;56.6616666666667;9.96777777777778;"MONIS6";"jul - nov";"2019, jul - nov"
"12231";"Mya arenaria";"miljø DNA fundet";2019;9;54.7346166666667;11.0846805555556;"MONIS6";"jul - nov";"2019, jul - nov"
"12241";"Mya arenaria";"miljø DNA fundet";2019;8;56.1315;11.1501361111111;"MONIS6";"jul - nov";"2019, jul - nov"
"12251";"Mya arenaria";"ingen DNA";2019;8;55.862;12.75;"MONIS6";"jul - nov";"2019, jul - nov"
"12261";"Mya arenaria";"miljø DNA fundet";2019;8;57.3698666666667;9.06805555555556;"MONIS6";"jul - nov";"2019, jul - nov"
"12271";"Mya arenaria";"miljø DNA fundet";2019;5;56.66285;9.96779444444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12281";"Mya arenaria";"miljø DNA fundet";2019;6;56.7090333333333;8.26817222222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12291";"Mya arenaria";"miljø DNA fundet";2019;5;55.6746;10.0848722222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12301";"Mya arenaria";"miljø DNA fundet";2019;5;55.4782666666667;10.5169111111111;"MONIS6";"jan - jun";"2019, jan - jun"
"12311";"Mya arenaria";"miljø DNA fundet";2019;4;55.0933;8.56669722222222;"MONIS6";"jan - jun";"2019, jan - jun"
"1232";"Mya arenaria";"miljø DNA fundet";2019;5;55.862;12.75;"MONIS6";"jan - jun";"2019, jan - jun"
"1233";"Mya arenaria";"miljø DNA fundet";2019;3;55.1218333333333;11.5833694444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12341";"Mya arenaria";"miljø DNA fundet";2019;4;55.0933;8.56669722222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12351";"Mya arenaria";"miljø DNA fundet";2019;5;55.713;12.04;"MONIS6";"jan - jun";"2019, jan - jun"
"12361";"Mya arenaria";"ingen DNA";2019;3;57.6178166666667;10.5334777777778;"MONIS6";"jan - jun";"2019, jan - jun"
"12371";"Mya arenaria";"miljø DNA fundet";2019;6;55.93765;12.5168833333333;"MONIS6";"jan - jun";"2019, jan - jun"
"12381";"Mya arenaria";"ingen DNA";2019;6;57.6078333333333;9.90025555555555;"MONIS6";"jan - jun";"2019, jan - jun"
"1239";"Mya arenaria";"ingen DNA";2019;3;54.8372666666667;9.81814166666667;"MONIS6";"jan - jun";"2019, jan - jun"
"1240";"Mya arenaria";"miljø DNA fundet";2019;3;55.7044722222222;9.67034444444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12411";"Mya arenaria";"miljø DNA fundet";2019;3;55.0256666666667;10.4172694444444;"MONIS6";"jan - jun";"2019, jan - jun"
"12421";"Mya arenaria";"ingen DNA";2019;5;55.3375;8.35011666666667;"MONIS6";"jan - jun";"2019, jan - jun"
"12431";"Mya arenaria";"ingen DNA";2019;5;55.0003333333333;13.3000277777778;"MONIS6";"jan - jun";"2019, jan - jun"
"12441";"Mya arenaria";"ingen DNA";2019;5;55.25;15.59;"MONIS6";"jan - jun";"2019, jan - jun"
"12451";"Mya arenaria";"miljø DNA fundet";2019;5;57.370125;9.068025;"MONIS6";"jan - jun";"2019, jan - jun"
"12461";"Mya arenaria";"ingen DNA";2019;5;56.8566666666667;10.7847222222222;"MONIS6";"jan - jun";"2019, jan - jun"
"12471";"Mya arenaria";"miljø DNA fundet";2019;5;57.9565833333333;9.052075;"MONIS6";"jan - jun";"2019, jan - jun"
"12481";"Mya arenaria";"miljø DNA fundet";2019;5;56.0778333333333;8.21679444444444;"MONIS6";"jan - jun";"2019, jan - jun"
"1249";"Mya arenaria";"ingen DNA";2019;3;57.6178166666667;10.5334777777778;"MONIS6";"jan - jun";"2019, jan - jun"
"12501";"Mya arenaria";"miljø DNA fundet";2019;8;57.955;9.05194444444444;"MONIS6";"jul - nov";"2019, jul - nov"
"12511";"Mya arenaria";"miljø DNA fundet";2019;9;55.713;12.04;"MONIS6";"jul - nov";"2019, jul - nov"
