"MST.nummer";"dato indsamlet";"lokalitet_vanda";"latinsk artsnavn";"sæson";"år"
"MST1013_2020-08-05";"2020-08-05";93730002;"Prorocentrum minimum";"jul-nov";"2020"
"MST1016_2020-08-18";"2020-08-18";94400007;"Prorocentrum minimum";"jul-nov";"2020"
"MST1023_2020-08-31";"2020-08-31";94230001;"Prorocentrum minimum";"jul-nov";"2020"
"MST1049_2020-08-13";"2020-08-13";94300001;"Prorocentrum minimum";"jul-nov";"2020"
"MST1051_2020-08-10";"2020-08-10";95600002;"Prorocentrum minimum";"jul-nov";"2020"
"MST1052_2020-08-26";"2020-08-26";93420310;"Prorocentrum minimum";"jul-nov";"2020"
"MST1043_2021-04-06";"2021-04-06";93500119;"Prorocentrum minimum";"jan-jun";"2021"
"MST2021002_2021-07-07";"2021-07-07";96220363;"Prorocentrum minimum";"jan-jun";"2021"
"MST2021051_2021-06-04";"2021-06-04";93730002;"Prorocentrum minimum";"jan-jun";"2021"
"MST2021006_2021-08-24";"2021-08-24";99210007;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021011_2021-08-31";"2021-08-31";98210012;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021015_2021-09-02";"2021-09-02";91320001;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021029_2021-09-07";"2021-09-07";97200002;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021040_2021-09-15";"2021-09-15";93420310;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021055_2021-09-14";"2021-09-14";99000049;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021058_2021-08-30";"2021-08-30";94300001;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021064_2021-09-02";"2021-09-02";93730002;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021071_2021-10-13";"2021-10-13";94230001;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021076_2021-09-02";"2021-09-02";99000052;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021079_2021-09-06";"2021-09-06";93740007;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021081_2021-09-20";"2021-09-20";91500007;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021082_2021-09-07";"2021-09-07";93000005;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021083_2021-10-22";"2021-10-22";95600002;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021085_2021-09-16";"2021-09-16";93000001;"Prorocentrum minimum";"jul-nov";"2021"
"MST2021099_2021-08-24";"2021-08-24";94400007;"Prorocentrum minimum";"jul-nov";"2021"
"MST0454_2022-07-04";"2022-07-04";93920064;"Prorocentrum minimum";"jan-jun";"2022"
"MST2021006_2022-07-11";"2022-07-11";94300001;"Prorocentrum minimum";"jan-jun";"2022"
"MST2022034_2022-06-29";"2022-06-29";96250162;"Prorocentrum minimum";"jan-jun";"2022"
"MST2022045_2022-06-10";"2022-06-10";99150002;"Prorocentrum minimum";"jan-jun";"2022"
"MST2022047_2022-06-20";"2022-06-20";94230001;"Prorocentrum minimum";"jan-jun";"2022"
"MST1011_2022-08-02";"2022-08-02";96220363;"Prorocentrum minimum";"jul-nov";"2022"
"MST1040_2022-08-22";"2022-08-22";91320001;"Prorocentrum minimum";"jul-nov";"2022"
"MST2021025_2022-08-04";"2022-08-04";97200002;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022032_2022-08-18";"2022-08-18";96420199;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022035_2022-09-27";"2022-09-27";92200001;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022039_2022-10-18";"2022-10-18";93410108;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022040_2022-10-20";"2022-10-20";97230016;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022053_2022-08-10";"2022-08-10";93730002;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022056_2022-08-01";"2022-08-01";94300001;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022060_2022-08-11";"2022-08-11";99000049;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022066_2022-08-03";"2022-08-03";99000052;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022069_2022-08-11";"2022-08-11";94400007;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022073_2022-08-09";"2022-08-09";93740007;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022080_2022-08-05";"2022-08-05";93000001;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022081_2022-08-08";"2022-08-08";95600002;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022086_2022-09-21";"2022-09-21";91500007;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022088_2022-08-23";"2022-08-23";93610032;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022093_2022-08-10";"2022-08-10";93000005;"Prorocentrum minimum";"jul-nov";"2022"
"MST2022104_2022-08-29";"2022-08-29";94230001;"Prorocentrum minimum";"jul-nov";"2022"
"MST0443_2023-04-21";"2023-04-21";93010001;"Prorocentrum minimum";"jan-jun";"2023"
"MST2023020_2023-05-04";"2023-05-04";95600002;"Prorocentrum minimum";"jan-jun";"2023"
"MST2023099_2023-06-22";"2023-06-22";96220363;"Prorocentrum minimum";"jan-jun";"2023"
"MST2023102_2023-06-29";"2023-06-29";97230017;"Prorocentrum minimum";"jan-jun";"2023"
"MST2023118_2023-06-19";"2023-06-19";94230001;"Prorocentrum minimum";"jan-jun";"2023"
"MST1018_2023-09-06";"2023-09-06";92200001;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023001_2023-08-21";"2023-08-21";93740007;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023010_2023-08-02";"2023-08-02";99000052;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023015_2023-08-04";"2023-08-04";93000001;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023019_2023-08-25";"2023-08-25";99000049;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023033_2023-08-11";"2023-08-11";95600002;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023050_2023-10-03";"2023-10-03";96420199;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023055_2023-08-01";"2023-08-01";94300001;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023058_2023-08-03";"2023-08-03";93000005;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023061_2023-08-11";"2023-08-11";94400007;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023066_2023-08-21";"2023-08-21";93730002;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023074_2023-08-10";"2023-08-10";93610032;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023076_2023-08-03";"2023-08-03";97200002;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023081_2023-10-02";"2023-10-02";99210007;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023082_2023-10-04";"2023-10-04";93220011;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023084_2023-10-09";"2023-10-09";91320001;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023096_2023-08-18";"2023-08-18";93420310;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023111_2023-08-12";"2023-08-12";91500007;"Prorocentrum minimum";"jul-nov";"2023"
"MST2023117_2023-09-11";"2023-09-11";94230001;"Prorocentrum minimum";"jul-nov";"2023"
"MST0012_2017-08-29";"2017-08-29";93000001;"Pseudochattonella farcimen";"jul-nov";"2017"
"MST0032_2017-09-20";"2017-09-20";94300001;"Pseudochattonella farcimen";"jul-nov";"2017"
"MST0050_2018-04-25";"2018-04-25";93770056;"Pseudochattonella farcimen";"jan-jun";"2018"
"MST0070_2018-05-15";"2018-05-15";94400007;"Pseudochattonella farcimen";"jan-jun";"2018"
"MST0071_2018-06-11";"2018-06-11";93000005;"Pseudochattonella farcimen";"jan-jun";"2018"
"MST0152_2018-06-04";"2018-06-04";94230001;"Pseudochattonella farcimen";"jan-jun";"2018"
"MST0197_2018-09-03";"2018-09-03";93000005;"Pseudochattonella farcimen";"jul-nov";"2018"
"MST0082_2019-04-03";"2019-04-03";93100011;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0129_2019-06-28";"2019-06-28";92200001;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0158_2019-06-25";"2019-06-25";97200002;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0173_2019-05-21";"2019-05-21";93000005;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0177_2019-06-04";"2019-06-04";95600002;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0179_2019-06-11";"2019-06-11";94400007;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0182_2019-06-12";"2019-06-12";94300001;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0183_2019-05-23";"2019-05-23";97200002;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0189_2019-05-28";"2019-05-28";94300001;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0191_2019-03-22";"2019-03-22";95220322;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0203_2019-05-08";"2019-05-08";96100043;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0215_2019-03-22";"2019-03-22";95220322;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0239_2019-03-12";"2019-03-12";93500119;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0252_2019-04-29";"2019-04-29";96120002;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0266_2019-03-07";"2019-03-07";96510125;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0269_2019-03-12";"2019-03-12";93500119;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0275_2019-03-21";"2019-03-21";95700008;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0277_2019-07-08";"2019-07-08";93920064;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0278_2019-03-14";"2019-03-14";95130028;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0282_2019-03-14";"2019-03-14";95130028;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0292_2019-05-27";"2019-05-27";94230001;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0293_2019-03-07";"2019-03-07";96510125;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0300_2019-03-21";"2019-03-21";95700008;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0371_2019-06-28";"2019-06-28";93420310;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0414_2019-05-14";"2019-05-14";91500007;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0468_2019-06-27";"2019-06-27";96220363;"Pseudochattonella farcimen";"jan-jun";"2019"
"MST0188_2019-09-02";"2019-09-02";94230001;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0413_2019-09-24";"2019-09-24";92200001;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0419_2019-08-26";"2019-08-26";93000005;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0422_2019-08-26";"2019-08-26";97200002;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0427_2019-08-29";"2019-08-29";94300001;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0430_2019-09-24";"2019-09-24";92200001;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0450_2019-08-27";"2019-08-27";94300001;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0471_2019-08-28";"2019-08-28";99000052;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0473_2019-08-28";"2019-08-28";93730002;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0482_2019-09-05";"2019-09-05";94400007;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0498_2019-08-27";"2019-08-27";91500007;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0502_2019-08-26";"2019-08-26";95600002;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0527_2019-08-29";"2019-08-29";93740007;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0560_2019-09-24";"2019-09-24";98210012;"Pseudochattonella farcimen";"jul-nov";"2019"
"MST0156_2020-05-15";"2020-05-15";92200001;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0267_2020-06-16";"2020-06-16";97200002;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0350_2020-06-17";"2020-06-17";91650035;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0353_2020-05-27";"2020-05-27";95700008;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0377_2020-05-18";"2020-05-18";94300001;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0378_2020-05-28";"2020-05-28";95130028;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0384_2020-05-15";"2020-05-15";97200002;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0385_2020-06-10";"2020-06-10";93410113;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0404_2020-05-20";"2020-05-20";91500007;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0447_2020-06-08";"2020-06-08";94230001;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0455_2020-05-15";"2020-05-15";92200001;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0462_2020-03-09";"2020-03-09";93010001;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0510_2020-06-10";"2020-06-10";93920064;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0526_2020-05-13";"2020-05-13";93000005;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0530_2020-05-15";"2020-05-15";94400007;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0533_2020-05-13";"2020-05-13";95600002;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0535_2020-03-09";"2020-03-09";96510125;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0551_2020-06-02";"2020-06-02";94300001;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0553_2020-05-26";"2020-05-26";93300091;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0558_2020-06-04";"2020-06-04";95220322;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST412_2020-05-26";"2020-05-26";93500119;"Pseudochattonella farcimen";"jan-jun";"2020"
"MST0356_2020-08-25";"2020-08-25";91500007;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST0435_2020-08-03";"2020-08-03";96220363;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST0439_2020-09-15";"2020-09-15";99210007;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST0452_2020-09-29";"2020-09-29";92200001;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST0459_2020-09-01";"2020-09-01";94300001;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST0504_2020-09-29";"2020-09-29";92200001;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST0547_2020-08-31";"2020-08-31";97200002;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1003_2020-08-03";"2020-08-03";93000005;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1005_2020-08-03";"2020-08-03";93000005;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1006_2020-09-23";"2020-09-23";98210012;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1013_2020-08-05";"2020-08-05";93730002;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1016_2020-08-18";"2020-08-18";94400007;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1023_2020-08-31";"2020-08-31";94230001;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1049_2020-08-13";"2020-08-13";94300001;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1051_2020-08-10";"2020-08-10";95600002;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1052_2020-08-26";"2020-08-26";93420310;"Pseudochattonella farcimen";"jul-nov";"2020"
"MST1022_2021-05-17";"2021-05-17";94400007;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1024_2021-04-15";"2021-04-15";93770056;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1027_2021-03-19";"2021-03-19";96510125;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1028_2021-03-15";"2021-03-15";95700008;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1031_2021-03-17";"2021-03-17";93210013;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1038_2021-04-14";"2021-04-14";95220322;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1039_2021-04-26";"2021-04-26";91320001;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1043_2021-04-06";"2021-04-06";93500119;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST1054_2021-05-18";"2021-05-18";99000052;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021002_2021-07-07";"2021-07-07";96220363;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021008_2021-05-19";"2021-05-19";97200002;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021012_2021-04-27";"2021-04-27";95130028;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021019_2021-05-25";"2021-05-25";93000005;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021031_2021-06-17";"2021-06-17";92200001;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021032_2021-06-23";"2021-06-23";93920064;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021043_2021-05-17";"2021-05-17";93000001;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021044_2021-05-19";"2021-05-19";91500007;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021049_2021-05-21";"2021-05-21";91650035;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021052_2021-06-14";"2021-06-14";94230001;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021062_2021-05-21";"2021-05-21";95600002;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021075_2021-05-11";"2021-05-11";94300001;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021088_2021-05-20";"2021-05-20";96700057;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021089_2021-05-17";"2021-05-17";94510035;"Pseudochattonella farcimen";"jan-jun";"2021"
"MST2021006_2021-08-24";"2021-08-24";99210007;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021011_2021-08-31";"2021-08-31";98210012;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021015_2021-09-02";"2021-09-02";91320001;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021028_2021-09-27";"2021-09-27";92200001;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021040_2021-09-15";"2021-09-15";93420310;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021058_2021-08-30";"2021-08-30";94300001;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021071_2021-10-13";"2021-10-13";94230001;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021076_2021-09-02";"2021-09-02";99000052;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021079_2021-09-06";"2021-09-06";93740007;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021082_2021-09-07";"2021-09-07";93000005;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021083_2021-10-22";"2021-10-22";95600002;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021085_2021-09-16";"2021-09-16";93000001;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST2021099_2021-08-24";"2021-08-24";94400007;"Pseudochattonella farcimen";"jul-nov";"2021"
"MST0011_2022-03-08";"2022-03-08";93500119;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST0442_2022-06-24";"2022-06-24";92200001;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST0454_2022-07-04";"2022-07-04";93920064;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST0566_2022-03-14";"2022-03-14";93720041;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021002_2022-05-02";"2022-05-02";97200002;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021003_2022-05-03";"2022-05-03";93000001;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021005_2022-04-19";"2022-04-19";95130028;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021006_2022-07-11";"2022-07-11";94300001;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021011_2022-04-28";"2022-04-28";95700008;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021012_2022-05-09";"2022-05-09";96510125;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021013_2022-05-06";"2022-05-06";93000005;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021014_2022-04-21";"2022-04-21";93100055;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021016_2022-05-04";"2022-05-04";96220322;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021019_2022-04-29";"2022-04-29";90000961;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021023_2022-04-28";"2022-04-28";91650035;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2021028_2022-05-09";"2022-05-09";91500007;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2022047_2022-06-20";"2022-06-20";94230001;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2022054_2022-05-11";"2022-05-11";99000052;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2022064_2022-05-05";"2022-05-05";95600002;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST2022087_2022-05-17";"2022-05-17";94400007;"Pseudochattonella farcimen";"jan-jun";"2022"
"MST1011_2022-08-02";"2022-08-02";96220363;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2021025_2022-08-04";"2022-08-04";97200002;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022035_2022-09-27";"2022-09-27";92200001;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022039_2022-10-18";"2022-10-18";93410108;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022040_2022-10-20";"2022-10-20";97230016;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022056_2022-08-01";"2022-08-01";94300001;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022069_2022-08-11";"2022-08-11";94400007;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022080_2022-08-05";"2022-08-05";93000001;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022081_2022-08-08";"2022-08-08";95600002;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022086_2022-09-21";"2022-09-21";91500007;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022093_2022-08-10";"2022-08-10";93000005;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST2022104_2022-08-29";"2022-08-29";94230001;"Pseudochattonella farcimen";"jul-nov";"2022"
"MST0443_2023-04-21";"2023-04-21";93010001;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2022052_2023-04-11";"2023-04-11";95700008;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2022089_2023-05-01";"2023-05-01";97200002;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2022097_2023-04-28";"2023-04-28";95130028;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2022100_2023-05-23";"2023-05-23";93000005;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2022103_2023-05-03";"2023-05-03";93000001;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023009_2023-05-10";"2023-05-10";94300001;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023016_2023-05-08";"2023-05-08";95220322;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023020_2023-05-04";"2023-05-04";95600002;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023041_2023-05-12";"2023-05-12";93500119;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023065_2023-05-10";"2023-05-10";94400007;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023099_2023-06-22";"2023-06-22";96220363;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023102_2023-06-29";"2023-06-29";97230017;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST2023118_2023-06-19";"2023-06-19";94230001;"Pseudochattonella farcimen";"jan-jun";"2023"
"MST1018_2023-09-06";"2023-09-06";92200001;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023015_2023-08-04";"2023-08-04";93000001;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023033_2023-08-11";"2023-08-11";95600002;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023050_2023-10-03";"2023-10-03";96420199;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023055_2023-08-01";"2023-08-01";94300001;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023058_2023-08-03";"2023-08-03";93000005;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023061_2023-08-11";"2023-08-11";94400007;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023066_2023-08-21";"2023-08-21";93730002;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023076_2023-08-03";"2023-08-03";97200002;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023081_2023-10-02";"2023-10-02";99210007;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023096_2023-08-18";"2023-08-18";93420310;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023111_2023-08-12";"2023-08-12";91500007;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST2023117_2023-09-11";"2023-09-11";94230001;"Pseudochattonella farcimen";"jul-nov";"2023"
"MST0050_2018-04-25";"2018-04-25";93770056;"Pseudochattonella verruculosa";"jan-jun";"2018"
"MST0082_2019-04-03";"2019-04-03";93100011;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0129_2019-06-28";"2019-06-28";92200001;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0277_2019-07-08";"2019-07-08";93920064;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0414_2019-05-14";"2019-05-14";91500007;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0486_2019-06-12";"2019-06-12";93770056;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0489_2019-04-02";"2019-04-02";91650035;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0505_2019-04-02";"2019-04-02";91650035;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0562_2019-06-12";"2019-06-12";93770056;"Pseudochattonella verruculosa";"jan-jun";"2019"
"MST0413_2019-09-24";"2019-09-24";92200001;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0419_2019-08-26";"2019-08-26";93000005;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0430_2019-09-24";"2019-09-24";92200001;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0471_2019-08-28";"2019-08-28";99000052;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0473_2019-08-28";"2019-08-28";93730002;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0498_2019-08-27";"2019-08-27";91500007;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0527_2019-08-29";"2019-08-29";93740007;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0560_2019-09-24";"2019-09-24";98210012;"Pseudochattonella verruculosa";"jul-nov";"2019"
"MST0156_2020-05-15";"2020-05-15";92200001;"Pseudochattonella verruculosa";"jan-jun";"2020"
"MST0350_2020-06-17";"2020-06-17";91650035;"Pseudochattonella verruculosa";"jan-jun";"2020"
"MST0404_2020-05-20";"2020-05-20";91500007;"Pseudochattonella verruculosa";"jan-jun";"2020"
"MST0455_2020-05-15";"2020-05-15";92200001;"Pseudochattonella verruculosa";"jan-jun";"2020"
