"","Vandprvenummer_unikt_nummer_U_Pr_Nr","Ansvarlig_prvetager_navn_Navn_Inds","Skib_skib","Institution_Inst","dato_dato_inds","lokalitet_navn_omrde_Lok_omr","position_breddegrad_lok_pos","position_lngdegrad_lok_pos","Max_vanddybde_p_lokalitet_max_Dyb","Dybde_hvor_vandprve_er_indhentet_fra_Dyb_Str","Volumen_vand_filtreret_Vwf","Er_vandsjlen_lagdelt_ja_nej","Dybde_for_lagdelingen_Dyb_lagd","dato_hvor_vandprve_er_overfrt_fra_15_C_til_80_C_dato_80C","Temperatur_p_vandprve_ved_indsamling_Temp_Inds","Er_vandhenter_behrigt_skyllet_inden_vandprven_blev_indsamlet_ja_nej","Er_pose_og_filter_udskiftet_i_Amphiltrator_inden_prven_er_blevet_filtreret_ja_nej","Vandprven_blev_indsamlet_samtidigt_med_bundfauna_makroalge_zooplankton_fytoplankton_fiskeri","Restvand_er_presset_ud_af_filteret_inden_indfrysning_ja_nej","Zip_lock_pose_med_filter_er_markeret_med_dato_unikt_nummer_og_lokalitet_ja_nej","Bemrkninger","position_breddegrad_lok_pos03","position_breddegrad_lok_pos02","position_lngdegrad_lok_pos03","position_lngdegrad_lok_pos02","tidspunkt_hvor_vandprve_er_indsamlet_tdspkt_inds_01","tidspunkt_hvor_vandprve_er_filtreret_tdspkt_filt","tidspunkt_hvor_vandprve_er_indfrosset_15_C_tdspkt_indfr_01","tidspunkt_hvor_vandprve_er_indfrosset_15_C_tdspkt_indfr_02"
"68","MST538","JOCTH","Musling","MSTNJL","2020-05-13","NOR409",56.8564833333333,10.7848333333333,14,1,1400,"ja","5,0 - 11,0","2020-05-15","9.6","ja","ja","Plankton","ja","ja",NA,"56 51,389","56DEGR_51MINUT_23.34SECONDS","10 47,540","010DEGR_47MINUT_5.4SECONDS","09:05","09:23","09:25",NA
"69","MST451","JOCTH","Musling","MSTNJL","2020-05-13","NOR409",56.8564833333333,10.7848333333333,14,1,1400,"ja","5,0 - 11,0","2020-05-15","9.6","ja","ja","Plankton","ja","ja",NA,"56 51,389","56DEGR_51MINUT_23.34SECONDS","10 47,540","010DEGR_47MINUT_5.4SECONDS","09:05","09:56","08:58",NA
"70","MST528","GEPED","Musling","MSTMJY","2020-05-14","VIB3708_00001",56.9535166666667,9.05256666666667,7.6,1,950,"nej",NA,"2020-05-15","10.8","ja","ja","Plankton","ja","ja",NA,"56 57,211","56DEGR_57MINUT_12.66SECONDS","009 03,924","009DEGR_03MINUT_9.24SECONDS","09:03","09:34","09:37",NA
"71","MST472","GEPED","Musling","MSTMJY","2020-05-14","VIB3708_00001",56.9535166666667,9.05256666666667,7.6,1,900,"nej",NA,"2020-05-15","10.8","ja","ja","Plankton","ja","ja",NA,"56 57,211","56DEGR_57MINUT_12.66SECONDS","009 03,924","009DEGR_03MINUT_9.24SECONDS","09:03","09:50","09:52",NA
"72","MST529","GEPED","Musling","MSTMJY","2020-05-14","VIB3708_00001",56.9535166666667,9.05256666666667,7.6,1,1000,"nej",NA,"2020-05-15","10.8","ja","ja","Plankton","ja","ja",NA,"56 57,211","56DEGR_57MINUT_12.66SECONDS","009 03,924","009DEGR_03MINUT_9.24SECONDS","09:03","10:04","10:07",NA
"73","MST394","JOCTH","Musling","MSTMJY","2020-05-15","VIB3727_00001",56.62065,9.06807222222222,4.8,1,1050,"ja","4","2020-05-15","10.8","ja","ja","Plankton","ja","ja",NA,"56 37,239","56DEGR_37MINUT_14.34SECONDS","009 04,506","009DEGR_04MINUT_5.06SECONDS","09:40","09:59","10:01",NA
"74","MST514","JOCTH","Musling","MSTMJY","2020-05-15","VIB3727_00001",56.62065,9.06807222222222,4.8,1,1000,"ja","4","2020-05-15","10.8","ja","ja","Plankton","ja","ja",NA,"56 37,239","56DEGR_37MINUT_14.34SECONDS","009 04,506","009DEGR_04MINUT_5.06SECONDS","09:40","10:17","10:19",NA
"75","MST386","JOCTH","Musling","MSTMJY","2020-05-15","VIB3727_00001",56.62065,9.06807222222222,4.8,1,1075,"ja","4","2020-05-15","10.8","ja","ja","Plankton","ja","ja",NA,"56 37,239","56DEGR_37MINUT_14.34SECONDS","009 04,506","009DEGR_04MINUT_5.06SECONDS","09:40","10:33","10:35",NA
"76","MSTMSR412","GEPED","Musling","MSTOJL","2020-05-26","HB01",56.6552166666667,10.5838388888889,14.1,13.2,1200,"ja","8,6 - 9,5 - 10,5","2020-05-28","8.6","ja","ja","Bundfauna","ja","ja",NA,"56 39,313","56DEGR_39MINUT_18.78SECONDS","010 35,182","010DEGR_35MINUT_1.82SECONDS","13:02","13:26","13:28",NA
"77","MSTMSR554","GEPED","Musling","MSTOJL","2020-05-26","HB01",56.6552166666667,10.5838388888889,14.1,13.2,1200,"ja","8,6 - 9,5 - 10,5","2020-05-28","8.6","ja","ja","Bundfauna","ja","ja",NA,"56 39,313","56DEGR_39MINUT_18.78SECONDS","010 35,182","010DEGR_35MINUT_1.82SECONDS","13:02","13:44","13:48",NA
"78","MSTMSR397","GEPED","Musling","MSTOJL","2020-05-26","HB01",56.6552166666667,10.5838388888889,14.1,13.2,1200,"ja","8,6 - 9,5 - 10,5","2020-05-28","8.6","ja","ja","Bundfauna","ja","ja",NA,"56 39,313","56DEGR_39MINUT_18.78SECONDS","010 35,182","010DEGR_35MINUT_1.82SECONDS","13:02","14:02","14:04",NA
"79","MST1005","GEPED","Musling","MSTNJL","2020-08-03","NOR409",56.8568333333333,10.7847694444444,14.2,1,1800,"ja","7,5 - 10","2020-08-04","16.2","ja","ja","Plankton","ja","ja",NA,"56 51,410","56DEGR_51MINUT_24.6SECONDS","10 47,517","010DEGR_47MINUT_5.17SECONDS","11:35","11:59","12:03",NA
"80","MST1007","GEPED","Musling","MSTNJL","2020-08-03","NOR409",56.8568333333333,10.7847694444444,14.2,1,1800,"ja","7,5 - 10","2020-08-04","16.2","ja","ja","Plankton","ja","ja",NA,"56 51,410","56DEGR_51MINUT_24.6SECONDS","10 47,517","010DEGR_47MINUT_5.17SECONDS","11:35","12:17","12:20",NA
"81","MST1003","GEPED","Musling","MSTNJL","2020-08-03","NOR409",56.8568333333333,10.7847694444444,14.2,1,1800,"ja","7,5 - 10","2020-08-04","16.2","ja","ja","Plankton","ja","ja",NA,"56 51,410","56DEGR_51MINUT_24.6SECONDS","10 47,517","010DEGR_47MINUT_5.17SECONDS","11:35","12:34","12:37",NA
"82","MST1012","JOCTH","Musling","MSTNJL","2020-08-04","NOR5503",56.6627666666667,9.96781388888889,28,1,700,"ja","18","2020-08-04","17.4","ja","ja","Plankton","ja","ja",NA,"56 39,766","56DEGR_39MINUT_45.96SECONDS","09 58,413","009DEGR_58MINUT_4.13SECONDS","07:55","08:16","08:20",NA
"83","MST1010","JOCTH","Musling","MSTNJL","2020-08-04","NOR5503",56.6627666666667,9.96781388888889,28,1,1550,"ja","18","2020-08-04","17.4","ja","ja","Plankton","ja","ja",NA,"56 39,766","56DEGR_39MINUT_45.96SECONDS","09 58,413","009DEGR_58MINUT_4.13SECONDS","07:55","08:31","08:35",NA
"84","MST563","JOCTH","Musling","MSTNJL","2020-08-04","NOR5503",56.6627666666667,9.96781388888889,28,1,1600,"ja","18","2020-08-04","17.4","ja","ja","Plankton","ja","ja",NA,"56 39,766","56DEGR_39MINUT_45.96SECONDS","09 58,413","009DEGR_58MINUT_4.13SECONDS","07:55","08:49","08:54",NA
"85","MST1004","GEPED","Musling","MSTNJL","2020-08-05","VIB3708_00001",56.9573333333333,9.05207222222222,7.7,1,1500,"nej",NA,"2020-08-06","16.9","ja","ja","Plankton","ja","ja",NA,"56 57,440","56DEGR_57MINUT_26.4SECONDS","09 03,746","009DEGR_03MINUT_7.46SECONDS","11:12","11:39","11:41",NA
"86","MST1013","GEPED","Musling","MSTNJL","2020-08-05","VIB3708_00001",56.9573333333333,9.05207222222222,7.7,1,1550,"nej",NA,"2020-08-06","16.9","ja","ja","Plankton","ja","ja",NA,"56 57,440","56DEGR_57MINUT_26.4SECONDS","09 03,746","009DEGR_03MINUT_7.46SECONDS","11:12","11:55","11:58",NA
"87","MST1008","GEPED","Musling","MSTNJL","2020-08-05","VIB3708_00001",56.9573333333333,9.05207222222222,7.7,1,1500,"nej",NA,"2020-08-06","16.9","ja","ja","Plankton","ja","ja",NA,"56 57,440","56DEGR_57MINUT_26.4SECONDS","09 03,746","009DEGR_03MINUT_7.46SECONDS","11:12","12:12","12:14",NA
"88","MST1015","JOCTH","Musling","MSTMJL","2020-08-06","VIB3727_1",56.6207333333333,9.06791111111111,4.8,1,1000,"ja","3","2020-08-06","16.9","ja","ja","Plankton","ja","ja",NA,"56 37,244","56DEGR_37MINUT_14.64SECONDS","09 04,448","009DEGR_04MINUT_4.48SECONDS","09:15","09:30","09:32",NA
"89","MST1002","JOCTH","Musling","MSTMJL","2020-08-06","VIB3727_1",56.6207333333333,9.06791111111111,4.8,1,1150,"ja","3","2020-08-06","16.9","ja","ja","Plankton","ja","ja",NA,"56 37,244","56DEGR_37MINUT_14.64SECONDS","09 04,448","009DEGR_04MINUT_4.48SECONDS","09:15","09:52","09:54",NA
"90","MST1014","JOCTH","Musling","MSTMJL","2020-08-06","VIB3727_1",56.6207333333333,9.06791111111111,4.8,1,1175,"ja","3","2020-08-06","16.9","ja","ja","Plankton","ja","ja",NA,"56 37,244","56DEGR_37MINUT_14.64SECONDS","09 04,448","009DEGR_04MINUT_4.48SECONDS","09:15","10:08","10:10",NA
"91","MST1053","JensDeding","""Jollen""","MSToestjylland","2020-08-26","Tr3Fornaes",56.4436166666667,10.9522722222222,9.2,8,1050,"Vedikke",NA,"2020-08-31","14","Ja","Ja","Makroalger","ja","ja",NA,"5626.617","56DEGR_26MINUT_37.02SECONDS","1057.818","010DEGR_57MINUT_8.18SECONDS","11:12","11:17","11:37",NA
"92","MST1021","JensDeding","""Jollen""","MSToestjylland","2020-08-26","Tr3Fornaes",56.4436166666667,10.9522722222222,9.2,8,1000,"Vedikke",NA,"2020-08-31","14","Ja","Ja","Makroalger","ja","ja",NA,"5626.617","56DEGR_26MINUT_37.02SECONDS","1057.818","010DEGR_57MINUT_8.18SECONDS","11:46","11:50","12:10",NA
"93","MST1052","JensDeding","""Jollen""","MSToestjylland","2020-08-26","Tr3Fornaes",56.4436166666667,10.9522722222222,9.2,8,950,"Vedikke",NA,"2020-08-31","14","Ja","Ja","Makroalger","ja","ja",NA,"5626.617","56DEGR_26MINUT_37.02SECONDS","1057.818","010DEGR_57MINUT_8.18SECONDS","12:17","12:21","12:48",NA
"94","MST512","SteenKrogsboell","aaboen","Storstroem","2020-06-03","BRKBMPK2_910Bornholmaabnedel",55.25,15.59,89,1,1450,"ja","25/60","2020-06-12","8","ja","ja","Fytoplankton","ja","ja","Skema leveret til lab i odense med prøven","5515","55DEGR_15MINUT_0SECONDS","1559","015DEGR_35MINUT_24SECONDS","10:00","10:40","10:54",NA
"95","MST416","SteenKrogsboell","aaboen","Storstroem","2020-06-03","BRKBMPK2_910Bornholmaabnedel",55.25,15.59,89,1,1400,"ja","25/60","2020-06-12","8","ja","ja","Fytoplankton","ja","ja","Skema leveret til lab i odense med prøven","5515","55DEGR_15MINUT_0SECONDS","1559","015DEGR_35MINUT_24SECONDS","10:00","11:03","11:16",NA
"96","MST415","SteenKrogsboell","aaboen","Storstroem","2020-06-03","BRKBMPK2_910Bornholmaabnedel",55.25,15.59,89,1,1350,"ja","25/60","2020-06-12","8","ja","ja","Fytoplankton","ja","ja","Skema leveret til lab i odense med prøven","5515","55DEGR_15MINUT_0SECONDS","1559","015DEGR_35MINUT_24SECONDS","10:00","11:23","11:39",NA
"97","MST503","steenkrogsboell","aaboen","Storstroem","2020-07-28","Boderne",55.0153333333333,14.9016361111111,3,1,1600,"nej",NA,"2020-08-20","19","ja","ja","Macroalger","ja","ja","kun 2 poser udtaget","5500.92","55DEGR_00MINUT_55.2SECONDS","1454.589","014DEGR_54MINUT_5.89SECONDS","15:15","15:30","16:30",NA
"98","MST522","steenkrogsboell","aaboen","Storstroem","2020-07-28","Boderne",55.0153333333333,14.9016361111111,3,1,1601,"nej",NA,"2020-08-20","19","ja","ja","Macroalger","ja","ja","kun 2 poser udtaget","5500.92","55DEGR_00MINUT_55.2SECONDS","1454.589","014DEGR_54MINUT_5.89SECONDS","15:15","15:45","16:30",NA
"99","MST445","NicolaiEspenhainAnker","ABRA","Storstroem","2020-08-03","0101142EnoeSyd",55.1615666666667,11.6515833333333,5,4.9,0,"nej","na","2020-08-04","18.95","ja","ja","makroalge","ja","ja","glemt at noteret mængde af filtreret vand","55 09,694","55DEGR_09MINUT_41.64SECONDS","11 39, 570","011DEGR_39MINUT__5.7SECONDS","14:41","15:40","NA","lagt i fryser efter filtrering"
"100","MST1009","NicolaiEspenhainAnker","ABRA","Storstroem","2020-08-03","0101142EnoeSyd",55.1615666666667,11.6515833333333,5,4.9,0,"nej","na","2020-08-04","18.95","ja","ja","makroalge","ja","ja",NA,"55 09,694","55DEGR_09MINUT_41.64SECONDS","11 39, 570","011DEGR_39MINUT__5.7SECONDS","14:41","15:40","NA","lagt i fryser efter filtrering"
"101","MST435","NicolaiEspenhainAnker","ABRA","Storstroem","2020-08-03","0101142EnoeSyd",55.1615666666667,11.6515833333333,5,4.9,0,"nej","na","2020-08-04","18.95","ja","ja","makroalge","ja","ja",NA,"55 09,694","55DEGR_09MINUT_41.64SECONDS","11 39, 570","011DEGR_39MINUT__5.7SECONDS","14:41","15:40","NA","lagt i fryser efter filtrering"
"102","MST487","Amalieoerskov_Lindhardt","ABRA","Storstroem","2020-09-15","1001027Hovedskov",54.7395166666667,12.0860916666667,11,10,1500,"ja","2.1","2020-09-16","17.09","ja","ja","aalegraes","ja","ja",NA,"54 44,371","54DEGR_44MINUT_22.26SECONDS","12 05,993","012DEGR_05MINUT_9.93SECONDS","11:50","12:01","NA","lagt i fryser efter filtrering"
"103","MST1001","Amalieoerskov_Lindhardt","ABRA","Storstroem","2020-09-15","1001027Hovedskov",54.7395166666667,12.0860916666667,11,10,1300,"ja","2.1","2020-09-16","17.09","ja","ja","aalegraes","ja","ja",NA,"54 44,371","54DEGR_44MINUT_22.26SECONDS","12 05,993","012DEGR_05MINUT_9.93SECONDS","11:50","12:15","NA","lagt i fryser efter filtrering"
"104","MST439","Amalieoerskov_Lindhardt","ABRA","Storstroem","2020-09-15","1001027Hovedskov",54.7395166666667,12.0860916666667,11,10,1500,"ja","2.1","2020-09-16","17.09","ja","ja","aalegraes","ja","ja",NA,"54 44,371","54DEGR_44MINUT_22.26SECONDS","12 05,993","012DEGR_05MINUT_9.93SECONDS","11:50","12:26","NA","lagt i fryser efter filtrering"
"105","MST418","Amalieoerskov_Lindhardt","ABRA","Storstroem","2020-09-23","0401011FemernBaeltVest",54.7350833333333,11.083625,4.7,3.6,1200,"nej","na","2020-09-24","17.3","ja","ja","aalegraes","ja","ja",NA,"54 44,105","54DEGR_44MINUT_6.3SECONDS","11 05,105","011DEGR_05MINUT_1.05SECONDS","15:35","15:48","NA","lagt i fryser efter filtrering"
"106","MST1006","Amalieoerskov_Lindhardt","ABRA","Storstroem","2020-09-23","0401011FemernBaeltVest",54.7350833333333,11.083625,4.7,3.6,1500,"nej","na","2020-09-24","17.3","ja","ja","aalegraes","ja","ja",NA,"54 44,105","54DEGR_44MINUT_6.3SECONDS","11 05,105","011DEGR_05MINUT_1.05SECONDS","15:35","15:59","NA","lagt i fryser efter filtrering"
"107","MST495","Amalieoerskov_Lindhardt","ABRA","Storstroem","2020-09-23","0401011FemernBaeltVest",54.7350833333333,11.083625,4.7,3.6,1500,"nej","na","2020-09-24","17.3","ja","ja","aalegraes","ja","ja",NA,"54 44,105","54DEGR_44MINUT_6.3SECONDS","11 05,105","011DEGR_05MINUT_1.05SECONDS","15:35","16:10","NA","lagt i fryser efter filtrering"
"108","MST506","OleBlohmPoulsen","Belone","Fyn","2020-06-08","OdenseFjord",55.4782666666667,10.5168722222222,9.8,1,1400,"nej",NA,"2020-06-08","15.29","ja","ja","Fytoplankton","ja","ja",NA,"5528.696","55DEGR_28MINUT_41.76SECONDS","1031.074","010DEGR_31MINUT_0.74SECONDS","11:20","11:23","NA","Straks efter filtring"
"109","MST447","OleBlohmPoulsen","Belone","Fyn","2020-06-08","OdenseFjord",55.4782666666667,10.5168722222222,9.8,1,1300,"nej",NA,"2020-06-08","15.29","Ja","Ja","Fytoplankton","ja","ja",NA,"5528.696","55DEGR_28MINUT_41.76SECONDS","1031.074","010DEGR_31MINUT_0.74SECONDS","11:20","11:50","NA","Straks efter filtring"
"110","MST433","OleBlohmPoulsen","Belone","Fyn","2020-06-08","OdenseFjord",55.4782666666667,10.5168722222222,9.8,1,1400,"nej",NA,"2020-06-08","15.29","Ja","Ja","Fytoplankton","ja","ja",NA,"5528.696","55DEGR_28MINUT_41.76SECONDS","1031.074","010DEGR_31MINUT_0.74SECONDS","11:20","12:29","NA","Straks efter filtring"
"111","MST511","OleBlohmPoulsen","Belone","Fyn","2020-08-31","OdenseFjord",55.4782166666667,10.5169111111111,9.9,1,1400,"nej",NA,"2020-08-31","17.75","Ja","Ja","Fytoplankton","ja","ja",NA,"5528.693","55DEGR_28MINUT_41.58SECONDS","1031.088","010DEGR_31MINUT_0.88SECONDS","11:25","11:32","NA","Straks efter filtring"
"112","MST1023","OleBlohmPoulsen","Belone","Fyn","2020-08-31","OdenseFjord",55.4782166666667,10.5169111111111,9.9,1,1400,"nej",NA,"2020-08-31","17.75","Ja","Ja","Fytoplankton","ja","ja",NA,"5528.693","55DEGR_28MINUT_41.58SECONDS","1031.088","010DEGR_31MINUT_0.88SECONDS","11:25","11:58","NA","Straks efter filtring"
"113","MST1046","OleBlohmPoulsen","Belone","Fyn","2020-08-31","OdenseFjord",55.4782166666667,10.5169111111111,9.9,1,1400,"nej",NA,"2020-08-31","17.75","Ja","Ja","Fytoplankton","ja","ja",NA,"5528.693","55DEGR_28MINUT_41.58SECONDS","1031.088","010DEGR_31MINUT_0.88SECONDS","11:25","12:22","NA","Straks efter filtring"
"114","MST452","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2020-09-29","HirtshalsNOR7715",57.6078333333333,9.90025555555555,18,1,1400,"nej",NA,"2020-10-01","12.1","ja","ja","Fyto_ogzooplankton0_10mdybdeintegreretproeve","ja","ja","Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete","5736.47","57DEGR_36MINUT_28.2SECONDS","954.92","009DEGR_54MINUT_0.92SECONDS","10:05","11:30","11:45",NA
"115","MST504","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2020-09-29","HirtshalsNOR7715",57.6078333333333,9.90025555555555,18,1,1600,"nej",NA,"2020-10-01","12.1","ja","ja","Fyto_ogzooplankton0_10mdybdeintegreretproeve","ja","ja","Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete","5736.47","57DEGR_36MINUT_28.2SECONDS","954.92","009DEGR_54MINUT_0.92SECONDS","10:05","11:45","12:00",NA
"116","MST355","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2020-09-29","HirtshalsNOR7715",57.6078333333333,9.90025555555555,18,1,1500,"nej",NA,"2020-10-10","12.1","ja","ja","Fyto_ogzooplankton0_10mdybdeintegreretproeve","ja","ja","Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete","5736.47","57DEGR_36MINUT_28.2SECONDS","954.92","009DEGR_54MINUT_0.92SECONDS","10:05","12:00","12:15",NA
"117","MST438","SvendaageBendtsen","Pingo","Nordjylland","2020-06-10","KragskovRevSyd",57.5407666666667,10.4687805555556,5,4,1050,"nej",NA,"2020-06-12","13","ja","ja","makroalger","ja","ja",NA,"5732.446","57DEGR_32MINUT_26.76SECONDS","1028.761","010DEGR_28MINUT_7.61SECONDS","13:45","15:50","16:10",NA
"118","MST446","SvendaageBendtsen","Pingo","Nordjylland","2020-06-10","KragskovRevSyd",57.5407666666667,10.4687805555556,5,4,1100,"nej",NA,"2020-06-12","13","ja","ja","makroalger","ja","ja",NA,"5732.446","57DEGR_32MINUT_26.76SECONDS","1028.761","010DEGR_28MINUT_7.61SECONDS","13:45","16:10","16:30",NA
"119","MST510","SvendaageBendtsen","Pingo","Nordjylland","2020-06-10","KragskovRevSyd",57.5407666666667,10.4687805555556,5,4,1050,"nej",NA,"2020-06-12","13","ja","ja","makroalger","ja","ja",NA,"5732.446","57DEGR_32MINUT_26.76SECONDS","1028.761","010DEGR_28MINUT_7.61SECONDS","13:45","16:30","16:50",NA
"120","MST374","JettePoulsenEngholm","Penelope","Midtjylland","2020-05-26","RKB1_91320001_RingkoebingFjord",56.0778333333333,8.21679444444444,3.3,1,200,"nej","na","2020-06-10","14.1","ja","ja","Fytoplankton","ja","ja",NA,"5604.67","56DEGR_04MINUT_40.2SECONDS","813.46","008DEGR_13MINUT_0.46SECONDS","10:00","10:50","10:55",NA
"121","MST448","JettePoulsenEngholm","Penelope","Midtjylland","2020-05-26","RKB1_91320001_RingkoebingFjord",56.0778333333333,8.21679444444444,3.3,1,200,"nej","na","2020-06-10","14.1","ja","ja","Fytoplankton","ja","ja",NA,"5604.67","56DEGR_04MINUT_40.2SECONDS","813.46","008DEGR_13MINUT_0.46SECONDS","10:00","11:00","11:05",NA
"122","MST387","JettePoulsenEngholm","Penelope","Midtjylland","2020-05-26","RKB1_91320001_RingkoebingFjord",56.0778333333333,8.21679444444444,3.3,1,210,"nej","na","2020-06-10","14.1","ja","ja","Fytoplankton","ja","ja",NA,"5604.67","56DEGR_04MINUT_40.2SECONDS","813.46","008DEGR_13MINUT_0.46SECONDS","10:00","11:10","11:15",NA
"123","MST407","JettePoulsenEngholm","Penelope","Midtjylland","2020-09-15","RKB1_91320001_RingkoebingFjord",56.0778333333333,8.21679444444444,3.3,1,740,"nej","na","2020-09-23","18",NA,"ja","Fytoplankton","ja","ja",NA,"5604.67","56DEGR_04MINUT_40.2SECONDS","813.46","008DEGR_13MINUT_0.46SECONDS","12:34","13:47","13:57",NA
"124","MST408","JettePoulsenEngholm","Penelope","Midtjylland","2020-09-15","RKB1_91320001_RingkoebingFjord",56.0778333333333,8.21679444444444,3.3,1,680,"nej","na","2020-09-23","18",NA,"ja","Fytoplankton","ja","ja",NA,"5604.67","56DEGR_04MINUT_40.2SECONDS","813.46","008DEGR_13MINUT_0.46SECONDS","12:34","13:34","13:39",NA
"125","MST364","JettePoulsenEngholm","Penelope","Midtjylland","2020-09-15","RKB1_91320001_RingkoebingFjord",56.0778333333333,8.21679444444444,3.3,1,760,"nej","na","2020-09-23","18",NA,"ja","Fytoplankton","ja","ja",NA,"5604.67","56DEGR_04MINUT_40.2SECONDS","813.46","008DEGR_13MINUT_0.46SECONDS","12:34","13:16","13:21",NA
"126","MST477","EmilGuddalLarsen","Gummibaad","Sjaelland","2020-06-16","NivaaoeresundNord",55.9374666666667,12.5189833333333,2,1,1500,"nej","-","2020-06-23","18","Ja","Ja","makroalge","ja","ja",NA,"5556.248","55DEGR_56MINUT_14.88SECONDS","1231.834","012DEGR_31MINUT_8.34SECONDS","16:45","17:12","17:13",NA
"127","MST142","EmilGuddalLarsen","Gummibaad","Sjaelland","2020-06-16","NivaaoeresundNord",55.9374666666667,12.5189833333333,2,1,1800,"nej","-","2020-06-23","18","Ja","Ja","makroalge","ja","ja",NA,"5556.248","55DEGR_56MINUT_14.88SECONDS","1231.834","012DEGR_31MINUT_8.34SECONDS","16:58","17:34","17:35",NA
"128","MST267","EmilGuddalLarsen","Gummibaad","Sjaelland","2020-06-16","NivaaoeresundNord",55.9374666666667,12.5189833333333,2,1,1500,"nej","-","2020-06-23","18","Ja","Ja","makroalge","ja","ja",NA,"5556.248","55DEGR_56MINUT_14.88SECONDS","1231.834","012DEGR_31MINUT_8.34SECONDS","16:59","17:57","17:59",NA
"129","MST501","EmilGuddalLarsen","Capella","Sjaelland","2020-06-04","RoskildefjordRoskildebredning",55.713,12.04,5,1,1600,"nej","-","2020-06-04","18","Ja","Ja","fytoplankton","ja","nej","Tøris blev ikke leveret til tiden","5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","11:01","11:34","11:35",NA
"130","MST145","EmilGuddalLarsen","Capella","Sjaelland","2020-06-04","RoskildefjordRoskildebredning",55.713,12.04,5,1,1700,"nej","-","2020-06-04","18","Ja","Ja","fytoplankton","ja","nej","Vi håber prøverne er ok","5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","11:32","12:01","12:02",NA
"131","MST488","EmilGuddalLarsen","Capella","Sjaelland","2020-06-04","RoskildefjordRoskildebredning",55.713,12.04,5,1,1800,"nej","-","2020-06-04","18","Ja","Ja","fytoplankton","ja","nej",NA,"5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","12:05","12:30","12:31",NA
"132","MST147","EmilGuddalLarsen","Capella","Sjaelland","2020-08-18","RoskildefjordRoskildebredning",55.713,12.04,5,1,1600,"nej","-","2020-08-18","23.19","Ja","Ja","fytoplankton","ja","ja","Sidste replikat mangler - O-ring defekt til tryk. 2/3 prøver udtaget korrekt","5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","10:15","10:36","10:36",NA
"133","MST136","EmilGuddalLarsen","Capella","Sjaelland","2020-08-18","RoskildefjordRoskildebredning",55.713,12.04,5,1,1700,"nej","-","2020-08-18","23.19","Ja","Ja","fytoplankton","ja","ja","Sidste replikat mangler - O-ring defekt til tryk. 2/3 prøver udtaget korrekt","5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","10:41","11:03","11:03",NA
"134","MST352","LasseoerstedJensen","Fucus","Sydjylland","2020-05-20","Soenderhooest",55.3375166666667,8.35012777777778,5.5,2.5,750,"nej",NA,"2020-05-21","12.5","ja","ja","fytoplankton","ja","ja","RIB1510007","55°20,251","55DEGR_20MINUT_15.06SECONDS","8°21,046","8DEGR_21MINUT_0.46SECONDS","08:11","08:30","08:55",NA
"135","MST400","LasseoerstedJensen","Fucus","Sydjylland","2020-05-20","Soenderhooest",55.3375166666667,8.35012777777778,5.5,2.5,700,"nej",NA,"2020-05-21","12.5","ja","ja","fytoplankton","ja","ja","RIB1510007","55°20,251","55DEGR_20MINUT_15.06SECONDS","8°21,046","8DEGR_21MINUT_0.46SECONDS","09:00","09:05","09:15",NA
"136","MST404","LasseoerstedJensen","Fucus","Sydjylland","2020-05-20","Soenderhooest",55.3375166666667,8.35012777777778,5.5,2.5,700,"nej",NA,"2020-05-21","12.5","ja","ja","fytoplankton","ja","ja","RIB1510007","55°20,251","55DEGR_20MINUT_15.06SECONDS","8°21,046","8DEGR_21MINUT_0.46SECONDS","09:20","09:25","09:40",NA
"137","MST350","LasseoerstedJensen","Palmaria","Sydjylland","2020-06-17","ListerDyb",55.09355,8.56722777777778,11,1.3,700,"nej",NA,"2020-06-19","18.5","ja","ja","Bundfauna","ja","ja","LISD0027","55°05,613","55DEGR_05MINUT_36.78SECONDS","8°34,202","8DEGR_34MINUT_2.02SECONDS","09:42","10:00","10:03",NA
"138","MST360","LasseoerstedJensen","Palmaria","Sydjylland","2020-06-17","ListerDyb",55.09355,8.56722777777778,11,1.7,800,"nej",NA,"2020-06-19","18.5","ja","ja","Bundfauna","ja","ja","LISD0027","55°05,613","55DEGR_05MINUT_36.78SECONDS","8°34,202","8DEGR_34MINUT_2.02SECONDS","10:05","10:26","10:29",NA
